variable,.y.,group1,group2,n1,n2,statistic,p,p.adj,p.adj.signif,fold_change,condition
IGHV1-8_IGHJ3,value,HV,CComm,10,12,-0.10738398004538874,0.9144843630858683,0.9144843630858683,ns,1.1603603603603605,HV vs CComm-IGHV1-8_IGHJ3
IGHV1-8_IGHJ3,value,HV,Sepsis,10,14,0.15940741863748073,0.8733478944204837,0.9144843630858683,ns,1.3591759448610163,HV vs Sepsis-IGHV1-8_IGHJ3
IGHV1-8_IGHJ3,value,CM,CS,12,20,1.2060904588077703,0.2277826133221604,0.7292700411477984,ns,0,CM vs CS-IGHV1-8_IGHJ3
IGHV1-8_IGHJ3,value,CM,CC,12,18,2.0859755361834806,0.03698083912297649,0.5547125868446474,ns,0,CM vs CC-IGHV1-8_IGHJ3
IGHV1-8_IGHJ3,value,CM,CComm,12,12,0.6445421988082218,0.5192239026932812,0.8653731711554687,ns,0,CM vs CComm-IGHV1-8_IGHJ3
IGHV1-8_IGHJ3,value,CM,Sepsis,12,14,0.9535212805804093,0.34032601920230593,0.7292700411477984,ns,0,CM vs Sepsis-IGHV1-8_IGHJ3
IGHV1-8_IGHJ3,value,CS,CC,20,18,1.0372493889037628,0.29961964605700225,0.7292700411477984,ns,0.7309302569300729,CS vs CC-IGHV1-8_IGHJ3
IGHV1-8_IGHJ3,value,CS,CComm,20,12,-0.4854703733565863,0.6273427234515586,0.9144843630858683,ns,1.7448821957736218,CS vs CComm-IGHV1-8_IGHJ3
IGHV1-8_IGHJ3,value,CS,Sepsis,20,14,-0.18736030606378049,0.8513781426252149,0.9144843630858683,ns,2.043849469638255,CS vs Sepsis-IGHV1-8_IGHJ3
IGHV1-8_IGHJ3,value,CC,CComm,18,12,-1.3799149330809954,0.16761283818029818,0.7292700411477984,ns,2.387207506092544,CC vs CComm-IGHV1-8_IGHJ3
IGHV1-8_IGHJ3,value,CC,Sepsis,18,14,-1.1289064429357696,0.25893730255794006,0.7292700411477984,ns,2.7962304888327907,CC vs Sepsis-IGHV1-8_IGHJ3
IGHV1-8_IGHJ3,value,CComm,Sepsis,12,14,0.2846482303842361,0.7759136565658853,0.9144843630858683,ns,1.1713395176985466,CComm vs Sepsis-IGHV1-8_IGHJ3
IGHV1-8_IGHJ4,value,HV,CM,10,12,0.15159614108653285,0.8795054771966553,0.8795054771966553,ns,0.8997646823466888,HV vs CM-IGHV1-8_IGHJ4
IGHV1-8_IGHJ4,value,HV,CS,10,20,-0.4803165690509351,0.6310023089475038,0.8795054771966553,ns,1.3125851380871978,HV vs CS-IGHV1-8_IGHJ4
IGHV1-8_IGHJ4,value,HV,CC,10,18,-0.28134195186989225,0.7784481362382297,0.8795054771966553,ns,0.5204119800316931,HV vs CC-IGHV1-8_IGHJ4
IGHV1-8_IGHJ4,value,HV,CComm,10,12,0.9053423174385679,0.3652840642369355,0.8795054771966553,ns,0.4763195239988763,HV vs CComm-IGHV1-8_IGHJ4
IGHV1-8_IGHJ4,value,HV,Sepsis,10,14,-0.628337381909321,0.529782948044852,0.8795054771966553,ns,1.0900761245370132,HV vs Sepsis-IGHV1-8_IGHJ4
IGHV1-8_IGHJ4,value,CM,CS,12,20,-0.6872148869584317,0.4919473244874042,0.8795054771966553,ns,1.4588093574242391,CM vs CS-IGHV1-8_IGHJ4
IGHV1-8_IGHJ4,value,CM,CC,12,18,-0.4719150410958965,0.6369874315980137,0.8795054771966553,ns,0.578386760718813,CM vs CC-IGHV1-8_IGHJ4
IGHV1-8_IGHJ4,value,CM,CComm,12,12,0.790535659032434,0.4292150055988821,0.8795054771966553,ns,0.5293823300071977,CM vs CComm-IGHV1-8_IGHJ4
IGHV1-8_IGHJ4,value,CM,Sepsis,12,14,-0.8263033049469671,0.4086320591901623,0.8795054771966553,ns,1.2115124608958536,CM vs Sepsis-IGHV1-8_IGHJ4
IGHV1-8_IGHJ4,value,CS,CC,20,18,0.23103917777172486,0.8172843658152402,0.8795054771966553,ns,0.3964786473127971,CS vs CC-IGHV1-8_IGHJ4
IGHV1-8_IGHJ4,value,CS,CComm,20,12,1.5710606230754904,0.11616856793505505,0.8712642595129129,ns,0.3628865741181609,CS vs CComm-IGHV1-8_IGHJ4
IGHV1-8_IGHJ4,value,CS,Sepsis,20,14,-0.21273403798367269,0.8315344159222035,0.8795054771966553,ns,0.8304803192618483,CS vs Sepsis-IGHV1-8_IGHJ4
IGHV1-8_IGHJ4,value,CC,CComm,18,12,1.3379034670244498,0.18092790682661158,0.8795054771966553,ns,0.9152739411761205,CC vs CComm-IGHV1-8_IGHJ4
IGHV1-8_IGHJ4,value,CC,Sepsis,18,14,-0.41867358553709605,0.6754547027521617,0.8795054771966553,ns,2.094640719974639,CC vs Sepsis-IGHV1-8_IGHJ4
IGHV1-8_IGHJ4,value,CComm,Sepsis,12,14,-1.6466809288226019,0.09962364618846112,0.8712642595129129,ns,2.2885396663681266,CComm vs Sepsis-IGHV1-8_IGHJ4
IGHV1-8_IGHJ5,value,HV,CM,10,12,0.4159620337872989,0.6774377851278996,0.7816589828398841,ns,1.2350236592748765,HV vs CM-IGHV1-8_IGHJ5
IGHV1-8_IGHJ5,value,HV,CS,10,20,-0.5092878946511358,0.6105504417964152,0.7816589828398841,ns,2.3738542862430516,HV vs CS-IGHV1-8_IGHJ5
IGHV1-8_IGHJ5,value,HV,CC,10,18,0.6203905934561265,0.5350006638773646,0.7816589828398841,ns,1.286902867691134,HV vs CC-IGHV1-8_IGHJ5
IGHV1-8_IGHJ5,value,HV,CComm,10,12,2.029272725579161,0.04243051972357631,0.21215259861788155,ns,0.3317029991123549,HV vs CComm-IGHV1-8_IGHJ5
IGHV1-8_IGHJ5,value,HV,Sepsis,10,14,-0.46864193593159487,0.6393255967464351,0.7816589828398841,ns,1.518809952038369,HV vs Sepsis-IGHV1-8_IGHJ5
IGHV1-8_IGHJ5,value,CM,CS,12,20,-1.0279401055170956,0.3039780025994284,0.5699587548739283,ns,1.9221123971315823,CM vs CS-IGHV1-8_IGHJ5
IGHV1-8_IGHJ5,value,CM,CC,12,18,0.17865569806897297,0.8582080572372948,0.9195086327542443,ns,1.0420066514731527,CM vs CC-IGHV1-8_IGHJ5
IGHV1-8_IGHJ5,value,CM,CComm,12,12,1.6920545283988135,0.0906355773021502,0.281863227312092,ns,0.2685802791074535,CM vs CComm-IGHV1-8_IGHJ5
IGHV1-8_IGHJ5,value,CM,Sepsis,12,14,-0.9459646368596594,0.34416662344744253,0.573611039079071,ns,1.2297820698674817,CM vs Sepsis-IGHV1-8_IGHJ5
IGHV1-8_IGHJ5,value,CS,CC,20,18,1.3602370819929759,0.1737549114914254,0.43438727872856353,ns,0.5421153586169914,CS vs CC-IGHV1-8_IGHJ5
IGHV1-8_IGHJ5,value,CS,CComm,20,12,2.9197145790851433,0.0035035210319508702,0.05170952111979172,ns,0.13973182812215496,CS vs CComm-IGHV1-8_IGHJ5
IGHV1-8_IGHJ5,value,CS,Sepsis,20,14,0.009212254307176464,0.9926497884816491,0.9926497884816491,ns,0.6398075740537947,CS vs Sepsis-IGHV1-8_IGHJ5
IGHV1-8_IGHJ5,value,CC,CComm,18,12,1.6748971693966186,0.09395440910403068,0.281863227312092,ns,0.25775294114269237,CC vs CComm-IGHV1-8_IGHJ5
IGHV1-8_IGHJ5,value,CC,Sepsis,18,14,-1.23115928395196,0.2182632962790422,0.46770706345509044,ns,1.1802055851839894,CC vs Sepsis-IGHV1-8_IGHJ5
IGHV1-8_IGHJ5,value,CComm,Sepsis,12,14,-2.7018926049601784,0.0068946028159722296,0.05170952111979172,ns,4.578824900898517,CComm vs Sepsis-IGHV1-8_IGHJ5
IGHV1-8_IGHJ6,value,HV,CM,10,12,0.3234688208349281,0.7463402167557938,0.8868921711513135,ns,1.25059897417089,HV vs CM-IGHV1-8_IGHJ6
IGHV1-8_IGHJ6,value,HV,CS,10,20,0.22350514793503162,0.8231423769898386,0.8868921711513135,ns,0.7988919086182099,HV vs CS-IGHV1-8_IGHJ6
IGHV1-8_IGHJ6,value,HV,CC,10,18,1.0242292586245856,0.30572700210574627,0.7041495950389811,ns,0.8049140767885437,HV vs CC-IGHV1-8_IGHJ6
IGHV1-8_IGHJ6,value,HV,CComm,10,12,1.9947243951487232,0.04607294719443123,0.34554710395823424,ns,0.4068045157717184,HV vs CComm-IGHV1-8_IGHJ6
IGHV1-8_IGHJ6,value,HV,Sepsis,10,14,0.5017678126518682,0.6158308569904825,0.8868921711513135,ns,0.5531757163561333,HV vs Sepsis-IGHV1-8_IGHJ6
IGHV1-8_IGHJ6,value,CM,CS,12,20,-0.14223780516146703,0.8868921711513135,0.8868921711513135,ns,0.6388074235770516,CM vs CS-IGHV1-8_IGHJ6
IGHV1-8_IGHJ6,value,CM,CC,12,18,0.7123049804370781,0.47627594062898204,0.8868921711513135,ns,0.643622850660163,CM vs CC-IGHV1-8_IGHJ6
IGHV1-8_IGHJ6,value,CM,CComm,12,12,1.7528276338939968,0.07963159824971949,0.37646439257804365,ns,0.3252877414531846,CM vs CComm-IGHV1-8_IGHJ6
IGHV1-8_IGHJ6,value,CM,Sepsis,12,14,0.17603179356658724,0.8602689647870734,0.8868921711513135,ns,0.4423286183509565,CM vs Sepsis-IGHV1-8_IGHJ6
IGHV1-8_IGHJ6,value,CS,CC,20,18,0.9769313413548439,0.32860314435152455,0.7041495950389811,ns,1.0075381514136874,CS vs CC-IGHV1-8_IGHJ6
IGHV1-8_IGHJ6,value,CS,CComm,20,12,2.1019586762750126,0.03555689585062481,0.34554710395823424,ns,0.5092109600600925,CS vs CComm-IGHV1-8_IGHJ6
IGHV1-8_IGHJ6,value,CS,Sepsis,20,14,0.34777691678941924,0.7280077265386699,0.8868921711513135,ns,0.6924287383419923,CS vs Sepsis-IGHV1-8_IGHJ6
IGHV1-8_IGHJ6,value,CC,CComm,18,12,1.2078214885672194,0.2271159340424535,0.6813478021273605,ns,0.5054011695195991,CC vs CComm-IGHV1-8_IGHJ6
IGHV1-8_IGHJ6,value,CC,Sepsis,18,14,-0.5506125415846891,0.5818993096214369,0.8868921711513135,ns,0.6872481576706929,CC vs Sepsis-IGHV1-8_IGHJ6
IGHV1-8_IGHJ6,value,CComm,Sepsis,12,14,-1.6429634066214809,0.1003905046874783,0.37646439257804365,ns,1.3598072167580173,CComm vs Sepsis-IGHV1-8_IGHJ6
IGHV2-26_IGHJ1,value,HV,CM,10,12,0,1,1,ns,NA,HV vs CM-IGHV2-26_IGHJ1
IGHV2-26_IGHJ1,value,HV,CS,10,20,0.841625411530173,0.3999976606662377,0.7499956137491957,ns,0,HV vs CS-IGHV2-26_IGHJ1
IGHV2-26_IGHJ1,value,HV,CC,10,18,0.9398953991506374,0.3472712175454765,0.7499956137491957,ns,0,HV vs CC-IGHV2-26_IGHJ1
IGHV2-26_IGHJ1,value,HV,CComm,10,12,0,1,1,ns,NA,HV vs CComm-IGHV2-26_IGHJ1
IGHV2-26_IGHJ1,value,HV,Sepsis,10,14,0,1,1,ns,NA,HV vs Sepsis-IGHV2-26_IGHJ1
IGHV2-26_IGHJ1,value,CM,CS,12,20,0.8926785535678563,0.3720293385704433,0.7499956137491957,ns,0,CM vs CS-IGHV2-26_IGHJ1
IGHV2-26_IGHJ1,value,CM,CC,12,18,0.9946917938265504,0.31988618684011066,0.7499956137491957,ns,0,CM vs CC-IGHV2-26_IGHJ1
IGHV2-26_IGHJ1,value,CM,CComm,12,12,0,1,1,ns,NA,CM vs CComm-IGHV2-26_IGHJ1
IGHV2-26_IGHJ1,value,CM,Sepsis,12,14,0,1,1,ns,NA,CM vs Sepsis-IGHV2-26_IGHJ1
IGHV2-26_IGHJ1,value,CS,CC,20,18,0.13770565818880978,0.890473047419309,1,ns,0.406,CS vs CC-IGHV2-26_IGHJ1
IGHV2-26_IGHJ1,value,CS,CComm,20,12,-0.8926785535678563,0.3720293385704433,0.7499956137491957,ns,Inf,CS vs CComm-IGHV2-26_IGHJ1
IGHV2-26_IGHJ1,value,CS,Sepsis,20,14,-0.9354143466934854,0.3495748061232982,0.7499956137491957,ns,Inf,CS vs Sepsis-IGHV2-26_IGHJ1
IGHV2-26_IGHJ1,value,CC,CComm,18,12,-0.9946917938265504,0.31988618684011066,0.7499956137491957,ns,Inf,CC vs CComm-IGHV2-26_IGHJ1
IGHV2-26_IGHJ1,value,CC,Sepsis,18,14,-1.040273578270186,0.2982128159181161,0.7499956137491957,ns,Inf,CC vs Sepsis-IGHV2-26_IGHJ1
IGHV2-26_IGHJ1,value,CComm,Sepsis,12,14,0,1,1,ns,NA,CComm vs Sepsis-IGHV2-26_IGHJ1
IGHV2-26_IGHJ2,value,HV,CM,10,12,-0.09976032907949495,0.9205346036892207,0.9631826596719889,ns,0.6635036496350365,HV vs CM-IGHV2-26_IGHJ2
IGHV2-26_IGHJ2,value,HV,CS,10,20,-0.4573757730704764,0.647400974827482,0.9631826596719889,ns,2.9635036496350367,HV vs CS-IGHV2-26_IGHJ2
IGHV2-26_IGHJ2,value,HV,CC,10,18,0.9959521969929436,0.3192733721246875,0.9578201163740625,ns,0.3710829195323499,HV vs CC-IGHV2-26_IGHJ2
IGHV2-26_IGHJ2,value,HV,CComm,10,12,-0.14377223896750774,0.8856803251837693,0.9631826596719889,ns,1.2394160583941607,HV vs CComm-IGHV2-26_IGHJ2
IGHV2-26_IGHJ2,value,HV,Sepsis,10,14,-0.2808891968127413,0.7787953869123607,0.9631826596719889,ns,3.0554744525547446,HV vs Sepsis-IGHV2-26_IGHJ2
IGHV2-26_IGHJ2,value,CM,CS,12,20,-0.36814091110295144,0.7127681670121975,0.9631826596719889,ns,4.466446644664466,CM vs CS-IGHV2-26_IGHJ2
IGHV2-26_IGHJ2,value,CM,CC,12,18,1.1686326243879774,0.24255167805573707,0.909568792709014,ns,0.5592778875240036,CM vs CC-IGHV2-26_IGHJ2
IGHV2-26_IGHJ2,value,CM,CComm,12,12,-0.046160080515415175,0.9631826596719889,0.9631826596719889,ns,1.867986798679868,CM vs CComm-IGHV2-26_IGHJ2
IGHV2-26_IGHJ2,value,CM,Sepsis,12,14,-0.1870481671602663,0.8516228674028811,0.9631826596719889,ns,4.605060506050605,CM vs Sepsis-IGHV2-26_IGHJ2
IGHV2-26_IGHJ2,value,CS,CC,20,18,1.7542682205473805,0.07938455847175943,0.909568792709014,ns,0.12521763540869935,CS vs CC-IGHV2-26_IGHJ2
IGHV2-26_IGHJ2,value,CS,CComm,20,12,0.3165323721632855,0.7515984578693129,0.9631826596719889,ns,0.4182266009852217,CS vs CComm-IGHV2-26_IGHJ2
IGHV2-26_IGHJ2,value,CS,Sepsis,20,14,0.17459865295683027,0.8613950071115262,0.9631826596719889,ns,1.0310344827586206,CS vs Sepsis-IGHV2-26_IGHJ2
IGHV2-26_IGHJ2,value,CC,CComm,18,12,-1.2191984590970726,0.22276887666567155,0.909568792709014,ns,3.33999759395046,CC vs CComm-IGHV2-26_IGHJ2
IGHV2-26_IGHJ2,value,CC,Sepsis,18,14,-1.4286808385168384,0.153095987646031,0.909568792709014,ns,8.233939887088706,CC vs Sepsis-IGHV2-26_IGHJ2
IGHV2-26_IGHJ2,value,CComm,Sepsis,12,14,-0.1391455877655642,0.8893351047642707,0.9631826596719889,ns,2.465253239104829,CComm vs Sepsis-IGHV2-26_IGHJ2
IGHV2-26_IGHJ3,value,HV,CM,10,12,0.16102500808756648,0.872073704053113,0.9593802660079537,ns,0.8025999523666776,HV vs CM-IGHV2-26_IGHJ3
IGHV2-26_IGHJ3,value,HV,CS,10,20,-0.6479922342110204,0.5169899730788048,0.828406173505691,ns,1.5793435364874342,HV vs CS-IGHV2-26_IGHJ3
IGHV2-26_IGHJ3,value,HV,CC,10,18,-0.5943608579819205,0.5522707823371273,0.828406173505691,ns,1.83343914240567,HV vs CC-IGHV2-26_IGHJ3
IGHV2-26_IGHJ3,value,HV,CComm,10,12,-1.272097563891775,0.2033384566428735,0.828406173505691,ns,5.289624106865486,HV vs CComm-IGHV2-26_IGHJ3
IGHV2-26_IGHJ3,value,HV,Sepsis,10,14,-0.49005138885381705,0.6240975352682538,0.8510420935476188,ns,1.0528679248291968,HV vs Sepsis-IGHV2-26_IGHJ3
IGHV2-26_IGHJ3,value,CM,CS,12,20,-0.8761181133651552,0.3809658266775809,0.828406173505691,ns,1.9677842389976765,CM vs CS-IGHV2-26_IGHJ3
IGHV2-26_IGHJ3,value,CM,CC,12,18,-0.8140160570241202,0.41563575237210276,0.828406173505691,ns,2.284374845773777,CM vs CC-IGHV2-26_IGHJ3
IGHV2-26_IGHJ3,value,CM,CComm,12,12,-1.5030716340042984,0.13282057265590608,0.828406173505691,ns,6.590611040117352,CM vs CComm-IGHV2-26_IGHJ3
IGHV2-26_IGHJ3,value,CM,Sepsis,12,14,-0.691023880362136,0.48955053405341065,0.828406173505691,ns,1.3118215640613209,CM vs Sepsis-IGHV2-26_IGHJ3
IGHV2-26_IGHJ3,value,CS,CC,20,18,0.05093129757398395,0.9593802660079537,0.9593802660079537,ns,1.1608868495345612,CS vs CC-IGHV2-26_IGHJ3
IGHV2-26_IGHJ3,value,CS,CComm,20,12,-0.8043670609774926,0.42118501851174783,0.828406173505691,ns,3.349254918046497,CS vs CComm-IGHV2-26_IGHJ3
IGHV2-26_IGHJ3,value,CS,Sepsis,20,14,0.13793528805418512,0.8902915611253535,0.9593802660079537,ns,0.6666490858416058,CS vs Sepsis-IGHV2-26_IGHJ3
IGHV2-26_IGHJ3,value,CC,CComm,18,12,-0.8325164219564865,0.40511751272507296,0.828406173505691,ns,2.8850830030414474,CC vs CComm-IGHV2-26_IGHJ3
IGHV2-26_IGHJ3,value,CC,Sepsis,18,14,0.08844866180116384,0.9295200862907121,0.9593802660079537,ns,0.5742584525863893,CC vs Sepsis-IGHV2-26_IGHJ3
IGHV2-26_IGHJ3,value,CComm,Sepsis,12,14,0.8687872698755833,0.38496349729522095,0.828406173505691,ns,0.19904399699454314,CComm vs Sepsis-IGHV2-26_IGHJ3
IGHV2-26_IGHJ4,value,HV,CM,10,12,0.2869047570546117,0.7741852479500787,0.9247631684596169,ns,0.8418594005678864,HV vs CM-IGHV2-26_IGHJ4
IGHV2-26_IGHJ4,value,HV,CS,10,20,-0.1485086508808782,0.8819413592439587,0.9449371706185271,ns,1.1307460243013379,HV vs CS-IGHV2-26_IGHJ4
IGHV2-26_IGHJ4,value,HV,CC,10,18,0.2514562117753861,0.8014614126650014,0.9247631684596169,ns,0.9169757223264212,HV vs CC-IGHV2-26_IGHJ4
IGHV2-26_IGHJ4,value,HV,CComm,10,12,1.1244013022140273,0.2608428198730584,0.8137305105381004,ns,0.6838675762558327,HV vs CComm-IGHV2-26_IGHJ4
IGHV2-26_IGHJ4,value,HV,Sepsis,10,14,-0.5387632322573306,0.5900502366529279,0.8655330975452669,ns,1.4827239747280145,HV vs Sepsis-IGHV2-26_IGHJ4
IGHV2-26_IGHJ4,value,CM,CS,12,20,-0.4939428596684175,0.6213465344714677,0.8655330975452669,ns,1.34315305327538,CM vs CS-IGHV2-26_IGHJ4
IGHV2-26_IGHJ4,value,CM,CC,12,18,-0.06351222930597285,0.9493586213275976,0.9493586213275976,ns,1.0892266828734871,CM vs CC-IGHV2-26_IGHJ4
IGHV2-26_IGHJ4,value,CM,CComm,12,12,0.878373786875128,0.37974090491778023,0.8137305105381004,ns,0.8123299161291323,CM vs CComm-IGHV2-26_IGHJ4
IGHV2-26_IGHJ4,value,CM,Sepsis,12,14,-0.8792991822943624,0.37923907915048977,0.8137305105381004,ns,1.761248937444691,CM vs Sepsis-IGHV2-26_IGHJ4
IGHV2-26_IGHJ4,value,CS,CC,20,18,0.48229032543710737,0.6295997189290905,0.8655330975452669,ns,0.810947553755937,CS vs CC-IGHV2-26_IGHJ4
IGHV2-26_IGHJ4,value,CS,CComm,20,12,1.4759946082217668,0.13994533967637138,0.8137305105381004,ns,0.6047932617568821,CS vs CComm-IGHV2-26_IGHJ4
IGHV2-26_IGHJ4,value,CS,Sepsis,20,14,-0.47508797160520155,0.6347242715331958,0.8655330975452669,ns,1.3112794056863086,CS vs Sepsis-IGHV2-26_IGHJ4
IGHV2-26_IGHJ4,value,CC,CComm,18,12,1.0257225032914583,0.3050224040307177,0.8137305105381004,ns,0.7457859129801393,CC vs CComm-IGHV2-26_IGHJ4
IGHV2-26_IGHJ4,value,CC,Sepsis,18,14,-0.9042973341772114,0.36583775997518925,0.8137305105381004,ns,1.6169718986302677,CC vs Sepsis-IGHV2-26_IGHJ4
IGHV2-26_IGHJ4,value,CComm,Sepsis,12,14,-1.7908307393062597,0.07332046082738754,0.8137305105381004,ns,2.1681448663583547,CComm vs Sepsis-IGHV2-26_IGHJ4
IGHV2-26_IGHJ5,value,HV,CM,10,12,-2.4316641928529634,0.015029634490273718,0.11272225867705288,ns,Inf,HV vs CM-IGHV2-26_IGHJ5
IGHV2-26_IGHJ5,value,HV,CS,10,20,-0.5769865212416424,0.5639485608800431,0.6507098779385112,ns,1.025572030095158,HV vs CS-IGHV2-26_IGHJ5
IGHV2-26_IGHJ5,value,HV,CC,10,18,-1.4581503003306608,0.14479911934110198,0.31028382715950426,ns,2.275987260342417,HV vs CC-IGHV2-26_IGHJ5
IGHV2-26_IGHJ5,value,HV,CComm,10,12,0.10496392199365294,0.9164044366123362,0.9164044366123362,ns,0.8499986453234132,HV vs CComm-IGHV2-26_IGHJ5
IGHV2-26_IGHJ5,value,HV,Sepsis,10,14,-1.5670444590571457,0.11710430001236251,0.2927607500309063,ns,3.0866178584096655,HV vs Sepsis-IGHV2-26_IGHJ5
IGHV2-26_IGHJ5,value,CM,CS,12,20,2.239392390454163,0.02513039606030308,0.12565198030151542,ns,0,CM vs CS-IGHV2-26_IGHJ5
IGHV2-26_IGHJ5,value,CM,CC,12,18,1.2506082307058068,0.21107744622431018,0.3703695802659214,ns,0,CM vs CC-IGHV2-26_IGHJ5
IGHV2-26_IGHJ5,value,CM,CComm,12,12,2.660438011368303,0.0078039090855391655,0.11272225867705288,ns,0,CM vs CComm-IGHV2-26_IGHJ5
IGHV2-26_IGHJ5,value,CM,Sepsis,12,14,0.9973575373519861,0.31859099465077767,0.4344422654328786,ns,0,CM vs Sepsis-IGHV2-26_IGHJ5
IGHV2-26_IGHJ5,value,CS,CC,20,18,-1.0823137421963709,0.2791131417432616,0.4186697126148924,ns,2.2192368683565196,CS vs CC-IGHV2-26_IGHJ5
IGHV2-26_IGHJ5,value,CS,CComm,20,12,0.7350677312177787,0.46229824546871184,0.5778728068358898,ns,0.8288044334092708,CS vs CComm-IGHV2-26_IGHJ5
IGHV2-26_IGHJ5,value,CS,Sepsis,20,14,-1.220641600366076,0.22222174815955284,0.3703695802659214,ns,3.009654873410766,CS vs Sepsis-IGHV2-26_IGHJ5
IGHV2-26_IGHJ5,value,CC,CComm,18,12,1.6637555926354028,0.09616128163769819,0.28848384491309453,ns,0.3734637096323346,CC vs CComm-IGHV2-26_IGHJ5
IGHV2-26_IGHJ5,value,CC,Sepsis,18,14,-0.20686448584226896,0.836115692759237,0.8958382422420397,ns,1.3561665797484697,CC vs Sepsis-IGHV2-26_IGHJ5
IGHV2-26_IGHJ5,value,CComm,Sepsis,12,14,-1.7635094637723765,0.07781460255161161,0.28848384491309453,ns,3.6313209149118686,CComm vs Sepsis-IGHV2-26_IGHJ5
IGHV2-26_IGHJ6,value,HV,CM,10,12,0.9801144865091795,0.327029609111647,0.9568190293005202,ns,0.6034549232642114,HV vs CM-IGHV2-26_IGHJ6
IGHV2-26_IGHJ6,value,HV,CS,10,20,-0.3245171712304988,0.7455465243153923,0.9568190293005202,ns,1.1129445357629373,HV vs CS-IGHV2-26_IGHJ6
IGHV2-26_IGHJ6,value,HV,CC,10,18,0.08881938104057831,0.9292254547220986,0.9568190293005202,ns,1.243813995283386,HV vs CC-IGHV2-26_IGHJ6
IGHV2-26_IGHJ6,value,HV,CComm,10,12,-0.07296960644061581,0.941830303561201,0.9568190293005202,ns,1.1513981330289222,HV vs CComm-IGHV2-26_IGHJ6
IGHV2-26_IGHJ6,value,HV,Sepsis,10,14,-0.2579875646944445,0.7964165043911147,0.9568190293005202,ns,1.1815059099763838,HV vs Sepsis-IGHV2-26_IGHJ6
IGHV2-26_IGHJ6,value,CM,CS,12,20,-1.4934885470713186,0.1353093499983245,0.9568190293005202,ns,1.844287771724178,CM vs CS-IGHV2-26_IGHJ6
IGHV2-26_IGHJ6,value,CM,CC,12,18,-1.0320682161718646,0.3020401620414712,0.9568190293005202,ns,2.0611547728459008,CM vs CC-IGHV2-26_IGHJ6
IGHV2-26_IGHJ6,value,CM,CComm,12,12,-1.1044839145529837,0.26938327743674334,0.9568190293005202,ns,1.9080101738184085,CM vs CComm-IGHV2-26_IGHJ6
IGHV2-26_IGHJ6,value,CM,Sepsis,12,14,-1.3382810533996043,0.180804835687554,0.9568190293005202,ns,1.9579025117325686,CM vs Sepsis-IGHV2-26_IGHJ6
IGHV2-26_IGHJ6,value,CS,CC,20,18,0.4946727834483575,0.6208311162575362,0.9568190293005202,ns,1.1175884829074039,CS vs CC-IGHV2-26_IGHJ6
IGHV2-26_IGHJ6,value,CS,CComm,20,12,0.25863799057354814,0.7959145680845335,0.9568190293005202,ns,1.0345512251781934,CS vs CComm-IGHV2-26_IGHJ6
IGHV2-26_IGHJ6,value,CS,Sepsis,20,14,0.054145766511609975,0.9568190293005202,0.9568190293005202,ns,1.0616035858125195,CS vs Sepsis-IGHV2-26_IGHJ6
IGHV2-26_IGHJ6,value,CC,CComm,18,12,-0.17783329263269068,0.8588539003243306,0.9568190293005202,ns,0.9256996121567131,CC vs CComm-IGHV2-26_IGHJ6
IGHV2-26_IGHJ6,value,CC,Sepsis,18,14,-0.39805950303616894,0.6905863248963273,0.9568190293005202,ns,0.9499056245200023,CC vs Sepsis-IGHV2-26_IGHJ6
IGHV2-26_IGHJ6,value,CComm,Sepsis,12,14,-0.19210392770379622,0.8476607983512903,0.9568190293005202,ns,1.0261488846332056,CComm vs Sepsis-IGHV2-26_IGHJ6
IGHV2-5_IGHJ1,value,HV,CM,10,12,0.26700558665394397,0.789464859675809,0.9109209919336257,ns,1.2746258515194422,HV vs CM-IGHV2-5_IGHJ1
IGHV2-5_IGHJ1,value,HV,CS,10,20,-0.8855573478598574,0.37585610392613805,0.51253105080837,ns,2.318425822822562,HV vs CS-IGHV2-5_IGHJ1
IGHV2-5_IGHJ1,value,HV,CC,10,18,-0.7878427826959095,0.430788672674333,0.5384858408429163,ns,2.3813751492561988,HV vs CC-IGHV2-5_IGHJ1
IGHV2-5_IGHJ1,value,HV,CComm,10,12,-1.5668239920132545,0.11715583780827098,0.4393343917810162,ns,Inf,HV vs CComm-IGHV2-5_IGHJ1
IGHV2-5_IGHJ1,value,HV,Sepsis,10,14,-1.6203145334660891,0.10516472851035835,0.4393343917810162,ns,Inf,HV vs Sepsis-IGHV2-5_IGHJ1
IGHV2-5_IGHJ1,value,CM,CS,12,20,-1.2523672116025593,0.21043608819654916,0.51253105080837,ns,1.8189069522313845,CM vs CS-IGHV2-5_IGHJ1
IGHV2-5_IGHJ1,value,CM,CC,12,18,-1.140540493994035,0.2540611922767073,0.51253105080837,ns,1.8682934654255086,CM vs CC-IGHV2-5_IGHJ1
IGHV2-5_IGHJ1,value,CM,CComm,12,12,-1.9233366881422984,0.054437779861675105,0.4082833489625633,ns,Inf,CM vs CComm-IGHV2-5_IGHJ1
IGHV2-5_IGHJ1,value,CM,Sepsis,12,14,-1.995940808112586,0.04594036611892508,0.4082833489625633,ns,Inf,CM vs Sepsis-IGHV2-5_IGHJ1
IGHV2-5_IGHJ1,value,CS,CC,20,18,0.09924956133883027,0.9209401248218394,0.9867215623091136,ns,1.0271517534932384,CS vs CC-IGHV2-5_IGHJ1
