.y.,group1,group2,n1,n2,statistic,p,p.adj,p.adj.signif,y.position,xmin,xmax,fold_change,condition
IGKV1-9,CS,CC,20,18,-0.6445697399636708,0.5192060498301259,0.6490075622876573,ns,0.061804444444444454,3,4,1.11034431888671,CS vs CC-IGKV1-9
IGKV1-9,CS,CComm,20,12,0.15366778586087737,0.8778716861933406,0.8778716861933406,ns,0.06379555555555556,3,5,1.0294890793651517,CS vs CComm-IGKV1-9
IGKV1-9,CS,Sepsis,20,14,-1.5498600983966861,0.12117509854824123,0.3889555927778011,ns,0.06777777777777778,3,6,1.547164185579439,CS vs Sepsis-IGKV1-9
IGKV1-9,CC,CComm,18,12,0.7124859378181547,0.47616391624726945,0.6490075622876573,ns,0.07176,4,5,0.9271800304227897,CC vs CComm-IGKV1-9
IGKV1-9,CC,Sepsis,18,14,-0.9279047462322205,0.35345698221721933,0.5890949703620323,ns,0.07574222222222224,4,6,1.3934093769495823,CC vs Sepsis-IGKV1-9
IGKV1-9,CComm,Sepsis,12,14,-1.5154761557559873,0.12965186425926703,0.3889555927778011,ns,0.08171555555555557,5,6,1.5028466222619077,CComm vs Sepsis-IGKV1-9
IGKV1-NL1,HV,CM,10,12,0.6232134027696481,0.533144295338568,0.6564456296782354,ns,0.020159999999999997,1,2,0.09179147799837456,HV vs CM-IGKV1-NL1
IGKV1-NL1,HV,CS,10,20,1.2473064783752514,0.21228514293628317,0.45489673486346394,ns,0.022399999999999996,1,3,0.10063430071663818,HV vs CS-IGKV1-NL1
IGKV1-NL1,HV,CC,10,18,0.5696434595664202,0.5689195457211373,0.6564456296782354,ns,0.024639999999999995,1,4,0.1430237945355464,HV vs CC-IGKV1-NL1
IGKV1-NL1,HV,CComm,10,12,-0.6124683441012054,0.5402279359822438,0.6564456296782354,ns,0.026879999999999998,1,5,Inf,HV vs CComm-IGKV1-NL1
IGKV1-NL1,HV,Sepsis,10,14,-0.6333776890663657,0.5264870310796137,0.6564456296782354,ns,0.03136,1,6,Inf,HV vs Sepsis-IGKV1-NL1
IGKV1-NL1,CM,CS,12,20,0.592185812094592,0.5537261690633484,0.6564456296782354,ns,0.03584,2,3,1.0963359879489052,CM vs CS-IGKV1-NL1
IGKV1-NL1,CM,CC,12,18,-0.11316371487958599,0.9099007621631845,0.9748936737462691,ns,0.038079999999999996,2,4,1.5581380500058957,CM vs CC-IGKV1-NL1
IGKV1-NL1,CM,CComm,12,12,-1.2959939496405006,0.1949775693765365,0.45489673486346394,ns,0.040319999999999995,2,5,Inf,CM vs CComm-IGKV1-NL1
IGKV1-NL1,CM,Sepsis,12,14,-1.3449164813951198,0.17865220717398886,0.45489673486346394,ns,0.04479999999999999,2,6,Inf,CM vs Sepsis-IGKV1-NL1
IGKV1-NL1,CS,CC,20,18,-0.7953670787964298,0.42640000430555924,0.6564456296782354,ns,0.04927999999999999,3,4,1.4212231169396883,CS vs CC-IGKV1-NL1
IGKV1-NL1,CS,CComm,20,12,-2.041151097006891,0.04123581080034748,0.3092685810026061,ns,0.051519999999999996,3,5,Inf,CS vs CComm-IGKV1-NL1
IGKV1-NL1,CS,Sepsis,20,14,-2.1388684787802026,0.032446321537403774,0.3092685810026061,ns,0.055999999999999994,3,6,Inf,CS vs Sepsis-IGKV1-NL1
IGKV1-NL1,CC,CComm,18,12,-1.306526526337047,0.1913735643115846,0.45489673486346394,ns,0.06047999999999999,4,5,Inf,CC vs CComm-IGKV1-NL1
IGKV1-NL1,CC,Sepsis,18,14,-1.3663981477407843,0.17181402985916105,0.45489673486346394,ns,0.06495999999999999,4,6,Inf,CC vs Sepsis-IGKV1-NL1
IGKV1-NL1,CComm,Sepsis,12,14,0,1,1,ns,0.07168,5,6,NA,CComm vs Sepsis-IGKV1-NL1
IGKV1D-12,HV,CM,10,12,-0.611308790445819,0.540995172585901,0.73772068988986494,ns,0.01248,1,2,1.0839190831083658,HV vs CM-IGKV1D-12
IGKV1D-12,HV,CS,10,20,-0.6579245864820142,0.5105865911198922,0.73772068988986494,ns,0.012977777777777777,1,3,1.1516998244899372,HV vs CS-IGKV1D-12
IGKV1D-12,HV,CC,10,18,-1.4562192827072848,0.145332010645958,0.4542377128365983,ns,0.013475555555555555,1,4,1.6413450027807677,HV vs CC-IGKV1D-12
IGKV1D-12,HV,CComm,10,12,-0.22671054480109876,0.8206488270356502,0.8792666003953395,ns,0.013973333333333332,1,5,1.0431926427937874,HV vs CComm-IGKV1D-12
IGKV1D-12,HV,Sepsis,10,14,-1.9952200936684317,0.04601888044041289,0.4542377128365983,ns,0.01496888888888889,1,6,2.323476730374335,HV vs Sepsis-IGKV1D-12
IGKV1D-12,CM,CS,12,20,0.018988691290235952,0.9848501268277701,0.9848501268277701,ns,0.015964444444444444,2,3,1.0625330270846378,CM vs CS-IGKV1D-12
IGKV1D-12,CM,CC,12,18,-0.8387773019490556,0.40159429018625253,0.73772068988986494,ns,0.016462222222222222,2,4,1.5142689416204997,CM vs CC-IGKV1D-12
IGKV1D-12,CM,CComm,12,12,0.40337004302290014,0.6866760212933549,0.7923184861077172,ns,0.01696,2,5,0.9624266783847122,CM vs CComm-IGKV1D-12
IGKV1D-12,CM,Sepsis,12,14,-1.4345598210241164,0.15141257094553276,0.4542377128365983,ns,0.017955555555555554,2,6,2.1435887296229508,CM vs Sepsis-IGKV1D-12
IGKV1D-12,CS,CC,20,18,-0.9834849980145898,0.3253687952203138,0.6972188469006725,ns,0.01895111111111111,3,4,1.4251499981843652,CS vs CC-IGKV1D-12
IGKV1D-12,CS,CComm,20,12,0.4319927268528738,0.6657466993015473,0.7923184861077172,ns,0.01944888888888889,3,5,0.905785188649998,CS vs CComm-IGKV1D-12
IGKV1D-12,CS,Sepsis,20,14,-1.6394324333935706,0.10112323157332037,0.4542377128365983,ns,0.020444444444444446,3,6,2.0174325644300177,CS vs Sepsis-IGKV1D-12
IGKV1D-12,CC,CComm,18,12,1.2806470451199992,0.20031766769109347,0.5007941692277337,ns,0.02144,4,5,0.6355718273893726,CC vs CComm-IGKV1D-12
IGKV1D-12,CC,Sepsis,18,14,-0.7064968613347876,0.4798792039025618,0.73772068988986494,ns,0.022435555555555556,4,6,1.4155931424763835,CC vs Sepsis-IGKV1D-12
IGKV1D-12,CComm,Sepsis,12,14,-1.8531566972773135,0.06385990227500647,0.4542377128365983,ns,0.02392888888888889,5,6,2.2272748436490146,CComm vs Sepsis-IGKV1D-12
IGKV1D-13,HV,CM,10,12,0.4379880219981806,0.6613949663765019,0.868137001894137,ns,0.0076,1,2,0.522229739959217,HV vs CM-IGKV1D-13
IGKV1D-13,HV,CS,10,20,0.11393270052061863,0.9092911430714342,0.9255901560594498,ns,0.008222222222222223,1,3,0.7415919850195722,HV vs CS-IGKV1D-13
IGKV1D-13,HV,CC,10,18,1.5282455001966504,0.12645159569847328,0.4741934838692748,ns,0.008844444444444445,1,4,0.24861514618493671,HV vs CC-IGKV1D-13
IGKV1D-13,HV,CComm,10,12,-0.09339450469078873,0.9255901560594498,0.9255901560594498,ns,0.009466666666666667,1,5,0.9471137257732702,HV vs CComm-IGKV1D-13
IGKV1D-13,HV,Sepsis,10,14,-0.5699821008222068,0.5686898382473298,0.868137001894137,ns,0.01071111111111111,1,6,1.8054197601370645,HV vs Sepsis-IGKV1D-13
IGKV1D-13,CM,CS,12,20,-0.39274260254300103,0.6945096015153096,0.868137001894137,ns,0.011955555555555556,2,3,1.420049315991629,CM vs CS-IGKV1D-13
IGKV1D-13,CM,CC,12,18,1.1141330881491747,0.2652220955546097,0.7041529008085459,ns,0.012577777777777778,2,4,0.4760647032556056,CM vs CC-IGKV1D-13
IGKV1D-13,CM,CComm,12,12,-0.5573186957544028,0.5773097043043668,0.868137001894137,ns,0.0132,2,5,1.8135959201542875,CM vs CComm-IGKV1D-13
IGKV1D-13,CM,Sepsis,12,14,-1.076595175926516,0.28166116032341837,0.7041529008085459,ns,0.014444444444444444,2,6,3.4571370069388565,CM vs Sepsis-IGKV1D-13
IGKV1D-13,CS,CC,20,18,1.719402879210623,0.08554103834299838,0.4277051917149919,ns,0.015688888888888888,3,4,0.33524519035676364,CS vs CC-IGKV1D-13
IGKV1D-13,CS,CComm,20,12,-0.23035864187618296,0.8178130959741121,0.9255901560594498,ns,0.01631111111111111,3,5,1.277135871079127,CS vs CComm-IGKV1D-13
IGKV1D-13,CS,Sepsis,20,14,-0.8038687689059523,0.4214727685634496,0.868137001894137,ns,0.017555555555555553,3,6,2.434518976212257,CS vs Sepsis-IGKV1D-13
IGKV1D-13,CC,CComm,18,12,-1.7246451309172648,0.08459144487858648,0.4277051917149919,ns,0.018799999999999997,4,5,3.8095576247343486,CC vs CComm-IGKV1D-13
IGKV1D-13,CC,Sepsis,18,14,-2.3537171668198686,0.01858674731267687,0.2788012096901531,ns,0.02004444444444444,4,6,7.261905752089905,CC vs Sepsis-IGKV1D-13
IGKV1D-13,CComm,Sepsis,12,14,-0.49823823257994593,0.6183161377896242,0.868137001894137,ns,0.02191111111111111,5,6,1.9062333392571529,CComm vs Sepsis-IGKV1D-13
IGKV1D-16,HV,CM,10,12,1.5563249252886504,0.11963084729537511,0.4095788651710461,ns,0.01084,1,2,0.25316766735343377,HV vs CM-IGKV1D-16
IGKV1D-16,HV,CS,10,20,2.0169709794365027,0.04369854190659299,0.3330389772477137,ns,0.011711111111111111,1,3,0.1595490299021959,HV vs CS-IGKV1D-16
IGKV1D-16,HV,CC,10,18,0.853170867994536,0.39356455603029794,0.6559409267171633,ns,0.012582222222222224,1,4,0.3737970814278542,HV vs CC-IGKV1D-16
IGKV1D-16,HV,CComm,10,12,0.31934722976157254,0.7494632218983266,0.8691248333167022,ns,0.013453333333333335,1,5,0.6555633035519722,HV vs CComm-IGKV1D-16
IGKV1D-16,HV,Sepsis,10,14,0.19482977578121732,0.8455262112372803,0.8866651559653347,ns,0.015195555555555556,1,6,0.35004745220884687,HV vs Sepsis-IGKV1D-16
IGKV1D-16,CM,CS,12,20,0.31436804627905846,0.7532415222078086,0.8691248333167022,ns,0.01693777777777778,2,3,0.6302109253132158,CM vs CS-IGKV1D-16
IGKV1D-16,CM,CC,12,18,-0.8851700293143906,0.3760649341685854,0.6559409267171633,ns,0.017808888888888888,2,4,1.4764803315346593,CM vs CC-IGKV1D-16
IGKV1D-16,CM,CComm,12,12,-1.2973531520579233,0.19450970385850627,0.41680650826822774,ns,0.018680000000000002,2,5,2.5894432350114265,CM vs CComm-IGKV1D-16
IGKV1D-16,CM,Sepsis,12,14,-1.4888522175526304,0.1365262883903487,0.4095788651710461,ns,0.020422222222222224,2,6,1.3826704486721224,CM vs Sepsis-IGKV1D-16
IGKV1D-16,CS,CC,20,18,-1.3686788414884863,0.1710996870158526,0.41680650826822774,ns,0.022164444444444445,3,4,2.342835187760108,CS vs CC-IGKV1D-16
IGKV1D-16,CS,CComm,20,12,-1.764852965691627,0.07758848025607355,0.3879424012803678,ns,0.02303555555555556,3,5,4.108851705045368,CS vs CComm-IGKV1D-16
IGKV1D-16,CS,Sepsis,20,14,-2.0102456414333716,0.044405196966361825,0.3330389772477137,ns,0.02477777777777778,3,6,2.1939804486647594,CS vs Sepsis-IGKV1D-16
IGKV1D-16,CC,CComm,18,12,-0.5360091435507178,0.5919522311578103,0.8072075879424685,ns,0.026520000000000002,4,5,1.753794601733671,CC vs CComm-IGKV1D-16
IGKV1D-16,CC,Sepsis,18,14,-0.7179153685741614,0.4728094711684691,0.7092142067527036,ns,0.028262222222222223,4,6,0.9364638452277718,CC vs Sepsis-IGKV1D-16
IGKV1D-16,CComm,Sepsis,12,14,-0.1425252251491449,0.8866651559653347,0.8866651559653347,ns,0.03087555555555556,5,6,0.5339643788970801,CComm vs Sepsis-IGKV1D-16
IGKV1D-8,HV,CM,10,12,-0.8360733591447691,0.4031136346529582,0.8638149313991961,ns,0.023799999999999998,1,2,1.6123769675242454,HV vs CM-IGKV1D-8
IGKV1D-8,HV,CS,10,20,-0.4777252662941775,0.6328457586527771,0.8768882203116182,ns,0.025666666666666664,1,3,1.1008267403444165,HV vs CS-IGKV1D-8
IGKV1D-8,HV,CC,10,18,-0.850874970924648,0.3948388097721996,0.8638149313991961,ns,0.027533333333333333,1,4,1.6824934870507557,HV vs CC-IGKV1D-8
IGKV1D-8,HV,CComm,10,12,0.2985401503779679,0.7652909368181819,0.918667086556197,ns,0.0294,1,5,0.868462800252979,HV vs CComm-IGKV1D-8
IGKV1D-8,HV,Sepsis,10,14,-1.0328320930169086,0.30168248210057474,0.8638149313991961,ns,0.033133333333333334,1,6,1.559805678335305,HV vs Sepsis-IGKV1D-8
IGKV1D-8,CM,CS,12,20,0.47367875201414167,0.6357290075788699,0.8768882203116182,ns,0.036866666666666666,2,3,0.682735341993071,CM vs CS-IGKV1D-8
IGKV1D-8,CM,CC,12,18,0.060093729791349845,0.9520809838413169,0.9520809838413169,ns,0.03873333333333333,2,4,1.0434864308649683,CM vs CC-IGKV1D-8
IGKV1D-8,CM,CComm,12,12,1.189992688040835,0.2340492659584463,0.8638149313991961,ns,0.0406,2,5,0.5386226780369335,CM vs CComm-IGKV1D-8
IGKV1D-8,CM,Sepsis,12,14,-0.177041842919347,0.8594755227780067,0.9208666315478642,ns,0.044333333333333336,2,6,0.9673951623920416,CM vs Sepsis-IGKV1D-8
IGKV1D-8,CS,CC,20,18,-0.46343672245549367,0.6430513615618534,0.8768882203116182,ns,0.04806666666666666,3,4,1.5283908224507272,CS vs CC-IGKV1D-8
IGKV1D-8,CS,CComm,20,12,0.8567735195793625,0.3915700629928597,0.8638149313991961,ns,0.04993333333333333,3,5,0.7889186993961124,CS vs CComm-IGKV1D-8
IGKV1D-8,CS,Sepsis,20,14,-0.696225443195713,0.4862876561381647,0.8768882203116182,ns,0.05366666666666667,3,6,1.4169402151761752,CS vs Sepsis-IGKV1D-8
IGKV1D-8,CC,CComm,18,12,1.243477947220997,0.21369176245457636,0.8638149313991961,ns,0.05739999999999999,4,5,0.5161760250111328,CC vs CComm-IGKV1D-8
IGKV1D-8,CC,Sepsis,18,14,-0.2582964294519093,0.7961781416820375,0.918667086556197,ns,0.06113333333333333,4,6,0.9270797719814593,CC vs Sepsis-IGKV1D-8
IGKV1D-8,CComm,Sepsis,12,14,-1.411955616498113,0.15796303008816767,0.8638149313991961,ns,0.06673333333333333,5,6,1.796053530307736,CComm vs Sepsis-IGKV1D-8
IGKV2-24,HV,CM,10,12,-0.5415171123500806,0.5881512059859062,0.938678974681001,ns,0.055799999999999995,1,2,1.2651085748461977,HV vs CM-IGKV2-24
IGKV2-24,HV,CS,10,20,-0.31189737989382593,0.7551185137954712,0.938678974681001,ns,0.06077777777777777,1,3,1.165969363523101,HV vs CS-IGKV2-24
IGKV2-24,HV,CC,10,18,-0.5439255257827613,0.5864927227592441,0.938678974681001,ns,0.06575555555555555,1,4,1.2525161500137885,HV vs CC-IGKV2-24
IGKV2-24,HV,CComm,10,12,-0.23588516760835634,0.8135217780568677,0.938678974681001,ns,0.07073333333333333,1,5,1.2332474596102256,HV vs CComm-IGKV2-24
IGKV2-24,HV,Sepsis,10,14,0.3980348372508539,0.6906045064027333,0.938678974681001,ns,0.08068888888888888,1,6,0.6642753751257664,HV vs Sepsis-IGKV2-24
IGKV2-24,CM,CS,12,20,0.3041679709593616,0.7609999249506536,0.938678974681001,ns,0.09064444444444443,2,3,0.9216358079501996,CM vs CS-IGKV2-24
IGKV2-24,CM,CC,12,18,0.04651912602898701,0.9628964902208743,0.9628964902208743,ns,0.0956222222222222,2,4,0.9900463682858681,CM vs CC-IGKV2-24
IGKV2-24,CM,CComm,12,12,0.32054948792857124,0.7485518217966776,0.938678974681001,ns,0.10059999999999998,2,5,0.9748155092223247,CM vs CComm-IGKV2-24
IGKV2-24,CM,Sepsis,12,14,1.0083070053886223,0.3133071009599864,0.938678974681001,ns,0.11055555555555553,2,6,0.5250738065754743,CM vs Sepsis-IGKV2-24
IGKV2-24,CS,CC,20,18,-0.2884941899409709,0.7729684773078478,0.938678974681001,ns,0.1205111111111111,3,4,1.0742273246607243,CS vs CC-IGKV2-24
IGKV2-24,CS,CComm,20,12,0.05421725162115515,0.9567620760936215,0.9628964902208743,ns,0.12548888888888887,3,5,1.0577014269773235,CS vs CComm-IGKV2-24
IGKV2-24,CS,Sepsis,20,14,0.8195904159375745,0.41244963907908816,0.938678974681001,ns,0.13544444444444442,3,6,0.5697194076511473,CS vs Sepsis-IGKV2-24
IGKV2-24,CC,CComm,18,12,0.30462524464142976,0.7606515908528622,0.938678974681001,ns,0.14539999999999997,4,5,0.9846160144095942,CC vs CComm-IGKV2-24
IGKV2-24,CC,Sepsis,18,14,1.064489927407239,0.28710681499205515,0.938678974681001,ns,0.15535555555555552,4,6,0.5303527424524256,CC vs Sepsis-IGKV2-24
IGKV2-24,CComm,Sepsis,12,14,0.6756570809522552,0.499258391426731,0.938678974681001,ns,0.17028888888888885,5,6,0.5386391595209238,CComm vs Sepsis-IGKV2-24
IGKV2-28,HV,CM,10,12,-1.0444525231190294,0.29627607401135153,0.8590098909325414,ns,0.12548,1,2,1.2004987722924843,HV vs CM-IGKV2-28
IGKV2-28,HV,CS,10,20,-0.3981080582843107,0.6905505346436187,0.8631881683045234,ns,0.13531111111111113,1,3,0.9511775637284775,HV vs CS-IGKV2-28
IGKV2-28,HV,CC,10,18,-0.5641188348360375,0.5726732606216943,0.8590098909325414,ns,0.14514222222222223,1,4,1.0727087534973891,HV vs CC-IGKV2-28
IGKV2-28,HV,CComm,10,12,0.40141272343753726,0.6881162833484222,0.8631881683045234,ns,0.15497333333333335,1,5,0.8572054126744328,HV vs CComm-IGKV2-28
IGKV2-28,HV,Sepsis,10,14,0.1589073794587925,0.8737418466082525,0.8737418466082525,ns,0.17463555555555557,1,6,0.9415556675213059,HV vs Sepsis-IGKV2-28
IGKV2-28,CM,CS,12,20,0.8024717822194418,0.4222801047760865,0.8590098909325414,ns,0.1942977777777778,2,3,0.7923186476168563,CM vs CS-IGKV2-28
IGKV2-28,CM,CC,12,18,0.6029773313329243,0.546523769592768,0.8590098909325414,ns,0.20412888888888892,2,4,0.8935525618647107,CM vs CC-IGKV2-28
IGKV2-28,CM,CComm,12,12,1.5164362638502447,0.12940907520946596,0.8590098909325414,ns,0.21396,2,5,0.7140410573161228,CM vs CComm-IGKV2-28
IGKV2-28,CM,Sepsis,12,14,1.3040277115998702,0.19222413408373873,0.8590098909325414,ns,0.23362222222222223,2,6,0.7843037321256914,CM vs Sepsis-IGKV2-28
IGKV2-28,CS,CC,20,18,-0.2102379876304066,0.833481932198873,0.8737418466082525,ns,0.2532844444444444,3,4,1.1277691930542675,CS vs CC-IGKV2-28
IGKV2-28,CS,CComm,20,12,0.8929555025380354,0.3718810024489432,0.8590098909325414,ns,0.26311555555555555,3,5,0.9012044074234808,CS vs CComm-IGKV2-28
IGKV2-28,CS,Sepsis,20,14,0.6312824701267652,0.527855846797484,0.8590098909325414,ns,0.2827777777777778,3,6,0.9898842271158551,CS vs Sepsis-IGKV2-28
IGKV2-28,CC,CComm,18,12,1.0581953661263455,0.28996638343961634,0.8590098909325414,ns,0.30244000000000004,4,5,0.7991035869518698,CC vs CComm-IGKV2-28
IGKV2-28,CC,Sepsis,18,14,0.8089988264487856,0.4185158213037829,0.8590098909325414,ns,0.32210222222222223,4,6,0.8777365379479936,CC vs Sepsis-IGKV2-28
IGKV2-28,CComm,Sepsis,12,14,-0.26965257047487967,0.7874275524669555,0.8737418466082525,ns,0.35159555555555555,5,6,1.0984014491738976,CComm vs Sepsis-IGKV2-28
IGKV2-29,HV,CM,10,12,-0.24690280310838275,0.8049834469117829,0.8624822645483388,ns,0.047040000000000005,1,2,1.7197022663510177,HV vs CM-IGKV2-29
IGKV2-29,HV,CS,10,20,0.09969022092491363,0.9205902644373478,0.9205902644373478,ns,0.05226666666666667,1,3,1.5387995781095594,HV vs CS-IGKV2-29
IGKV2-29,HV,CC,10,18,0.4040063799087554,0.6862080276725636,0.8194451992835923,ns,0.05749333333333334,1,4,0.6853529465059676,HV vs CC-IGKV2-29
IGKV2-29,HV,CComm,10,12,0.9661414034675858,0.33397342911881994,0.6262001795977874,ns,0.06272,1,5,0.9420185356763793,HV vs CComm-IGKV2-29
IGKV2-29,HV,Sepsis,10,14,-1.2655582819185227,0.20567126992051793,0.6170138097615538,ns,0.07317333333333334,1,6,Inf,HV vs Sepsis-IGKV2-29
IGKV2-29,CM,CS,12,20,0.39525664656202214,0.6926534909723364,0.8194451992835923,ns,0.08362666666666668,2,3,0.8948058092489986,CM vs CS-IGKV2-29
IGKV2-29,CM,CC,12,18,0.7112298877412092,0.476941790581767,0.7424299665358777,ns,0.08885333333333334,2,4,0.39853000133575245,CM vs CC-IGKV2-29
IGKV2-29,CM,CComm,12,12,1.272251497078417,0.2032837758077176,0.6170138097615538,ns,0.09408,2,5,0.5477800164066882,CM vs CComm-IGKV2-29
IGKV2-29,CM,Sepsis,12,14,-1.0632325436336112,0.2876765075042489,0.6262001795977874,ns,0.10453333333333334,2,6,Inf,CM vs Sepsis-IGKV2-29
IGKV2-29,CS,CC,20,18,0.37160651271011363,0.7101858393791134,0.8194451992835923,ns,0.11498666666666668,3,4,0.4453815534235686,CS vs CC-IGKV2-29
IGKV2-29,CS,CComm,20,12,1.0271637694095856,0.3043433551251284,0.6262001795977874,ns,0.12021333333333334,3,5,0.6121775370082078,CS vs CComm-IGKV2-29
IGKV2-29,CS,Sepsis,20,14,-1.614506793855303,0.10641754440656659,0.5320877220328329,ns,0.13066666666666668,3,6,Inf,CS vs Sepsis-IGKV2-29
IGKV2-29,CC,CComm,18,12,0.6824517997979246,0.49495331102391843,0.7424299665358777,ns,0.14112,4,5,1.3745013288101138,CC vs CComm-IGKV2-29
IGKV2-29,CC,Sepsis,18,14,-1.9175989672704274,0.055161881195185156,0.41371410896388866,ns,0.15157333333333334,4,6,Inf,CC vs Sepsis-IGKV2-29
IGKV2-29,CComm,Sepsis,12,14,-2.3835103175962264,0.01714840375808196,0.2572260563712294,ns,0.16725333333333334,5,6,Inf,CComm vs Sepsis-IGKV2-29
IGKV2-30,HV,CM,10,12,-0.05380283425647806,0.9570922513822497,0.9570922513822497,ns,0.043160000000000004,1,2,1.0374893139735284,HV vs CM-IGKV2-30
IGKV2-30,HV,CS,10,20,-0.29223407201688606,0.7701076623633925,0.9288548956909629,ns,0.0454,1,3,1.0737149782108142,HV vs CS-IGKV2-30
IGKV2-30,HV,CC,10,18,-0.3758521058875949,0.707026848140127,0.9288548956909629,ns,0.04764,1,4,1.115052147318154,HV vs CC-IGKV2-30
IGKV2-30,HV,CComm,10,12,-0.7282876405152217,0.4664375265429486,0.9288548956909629,ns,0.04988000000000001,1,5,1.3052476210763309,HV vs CComm-IGKV2-30
IGKV2-30,HV,Sepsis,10,14,-1.1010427056553802,0.27087807102356054,0.9288548956909629,ns,0.054360000000000006,1,6,1.381539958938657,HV vs Sepsis-IGKV2-30
IGKV2-30,CM,CS,12,20,-0.24687162559540893,0.8050075762655012,0.9288548956909629,ns,0.05884,2,3,1.034916662513413,CM vs CS-IGKV2-30
IGKV2-30,CM,CC,12,18,-0.33594973037786846,0.7369087747714799,0.9288548956909629,ns,0.06108000000000001,2,4,1.0747601274538088,CM vs CC-IGKV2-30
IGKV2-30,CM,CComm,12,12,-0.7074056327605007,0.47931443749766944,0.9288548956909629,ns,0.06332,2,5,1.2580829542015257,CM vs CComm-IGKV2-30
IGKV2-30,CM,Sepsis,12,14,-1.1002549763271352,0.27122104317612455,0.9288548956909629,ns,0.0678,2,6,1.3316184950835137,CM vs Sepsis-IGKV2-30
IGKV2-30,CS,CC,20,18,-0.10790101551355848,0.9140742115633075,0.9570922513822497,ns,0.07228000000000001,3,4,1.0384992013208403,CS vs CC-IGKV2-30
IGKV2-30,CS,CComm,20,12,-0.5440319156639569,0.586419510513866,0.9288548956909629,ns,0.07452,3,5,1.2156369684358237,CS vs CComm-IGKV2-30
IGKV2-30,CS,Sepsis,20,14,-0.9834336639067303,0.3253940488001492,0.9288548956909629,ns,0.07900000000000001,3,6,1.2866915214694936,CS vs Sepsis-IGKV2-30
IGKV2-30,CC,CComm,18,12,-0.43897431436041506,0.6606801479430158,0.9288548956909629,ns,0.08348,4,5,1.1705709228179344,CC vs CComm-IGKV2-30
IGKV2-30,CC,Sepsis,18,14,-0.8633039674484794,0.38797036341311897,0.9288548956909629,ns,0.08796000000000001,4,6,1.2389913442716027,CC vs Sepsis-IGKV2-30
IGKV2-30,CComm,Sepsis,12,14,-0.36614545768682616,0.7142565387747888,0.9288548956909629,ns,0.09468000000000001,5,6,1.0584504707232594,CComm vs Sepsis-IGKV2-30
IGKV2-40,HV,CM,10,12,-1.6806392865024988,0.09283300002204369,0.8452501463940927,ns,0.022920000000000003,1,2,2.429828705250849,HV vs CM-IGKV2-40
IGKV2-40,HV,CS,10,20,-0.9316626296962137,0.35151090511311694,0.8452501463940927,ns,0.024911111111111113,1,3,1.546616711790617,HV vs CS-IGKV2-40
IGKV2-40,HV,CC,10,18,-1.2308378592907463,0.21838351263537978,0.8452501463940927,ns,0.026902222222222223,1,4,1.5679668245026797,HV vs CC-IGKV2-40
IGKV2-40,HV,CComm,10,12,-0.7722937673690051,0.4399404560087789,0.8452501463940927,ns,0.028893333333333337,1,5,1.59876318247155,HV vs CComm-IGKV2-40
IGKV2-40,HV,Sepsis,10,14,-1.0215274316143805,0.3070046193581571,0.8452501463940927,ns,0.03287555555555556,1,6,0.7450227510183713,HV vs Sepsis-IGKV2-40
IGKV2-40,CM,CS,12,20,0.9825468041430052,0.32583053668260187,0.8452501463940927,ns,0.03685777777777778,2,3,0.6365126514673176,CM vs CS-IGKV2-40
IGKV2-40,CM,CC,12,18,0.6283111815387454,0.5298001081376287,0.8830001802293812,ns,0.03884888888888889,2,4,0.6452993254686269,CM vs CC-IGKV2-40
IGKV2-40,CM,CComm,12,12,0.9526808176629178,0.3407518153358786,0.8452501463940927,ns,0.04084,2,5,0.6579736172416722,CM vs CComm-IGKV2-40
IGKV2-40,CM,Sepsis,12,14,0.7540818450815838,0.4508000780768494,0.8452501463940927,ns,0.04482222222222222,2,6,0.30661533852504935,CM vs Sepsis-IGKV2-40
IGKV2-40,CS,CC,20,18,-0.38356492111137613,0.7013009437521367,0.9222652020206258,ns,0.04880444444444444,3,4,1.0138043980446483,CS vs CC-IGKV2-40
IGKV2-40,CS,CComm,20,12,0.08258273043417819,0.9341833334805935,0.9341833334805935,ns,0.05079555555555556,3,5,1.0337164795151863,CS vs CComm-IGKV2-40
IGKV2-40,CS,Sepsis,20,14,-0.1782703319824644,0.8585106772315502,0.9222652020206258,ns,0.05477777777777778,3,6,0.4817113027026657,CS vs Sepsis-IGKV2-40
IGKV2-40,CC,CComm,18,12,0.4152983663341469,0.677923497004224,0.9222652020206258,ns,0.05876,4,5,1.0196409499790522,CC vs CComm-IGKV2-40
IGKV2-40,CC,Sepsis,18,14,0.1753802539026498,0.8607808552192507,0.9222652020206258,ns,0.06274222222222223,4,6,0.47515211379212324,CC vs Sepsis-IGKV2-40
IGKV2-40,CComm,Sepsis,12,14,-0.234561762042704,0.8145488910294114,0.9222652020206258,ns,0.06871555555555556,5,6,0.4659994420603497,CComm vs Sepsis-IGKV2-40
IGKV2D-29,HV,CM,10,12,1.013418308684157,0.310860397883652,0.5542344220821903,ns,0.032279999999999996,1,2,0.6036964872572683,HV vs CM-IGKV2D-29
IGKV2D-29,HV,CS,10,20,-0.23784033747119387,0.8120049314316172,0.8895875191707242,ns,0.03464444444444444,1,3,0.9982731559948427,HV vs CS-IGKV2D-29
